"","date","CATEGORY","conload","imp"
"549",2021-09-30,"Water Works",NA,179.9
"550",2021-10-01,"MSI",6336,83.53
"551",2021-10-01,"Residential",1920,33.1
"552",2021-10-01,"Water Works",NA,184.86
"553",2021-10-02,"MSI",6336,82
"554",2021-10-02,"Residential",1920,33.41
"555",2021-10-02,"Water Works",NA,141.66
"556",2021-10-03,"MSI",6336,75.64
"557",2021-10-03,"Residential",1920,38.47
"558",2021-10-03,"Water Works",NA,140.43
"559",2021-10-04,"MSI",6336,82.37
"560",2021-10-04,"Residential",1920,37.31
"561",2021-10-04,"Water Works",NA,215.01
"562",2021-10-05,"MSI",6336,88.96
"563",2021-10-05,"Residential",1920,34
"564",2021-10-05,"Water Works",NA,158.32
"565",2021-10-06,"MSI",6336,89.14
"566",2021-10-06,"Residential",1920,36.39
"567",2021-10-06,"Water Works",NA,130.66
"568",2021-10-07,"MSI",6336,95.79
"569",2021-10-07,"Residential",1920,37.13
"570",2021-10-07,"Water Works",NA,189.99
"571",2021-10-08,"MSI",6336,99.69
"572",2021-10-08,"Residential",1920,34.4
"573",2021-10-08,"Water Works",NA,143.24
"574",2021-10-09,"MSI",6271.5,94.78
"575",2021-10-09,"Residential",1902,36.02
"576",2021-10-09,"Water Works",NA,196.77
"577",2021-10-10,"MSI",6336,99.11
"578",2021-10-10,"Residential",1920,31.22
"579",2021-10-10,"Water Works",NA,141.08
"580",2021-10-11,"MSI",6336,98.75
"581",2021-10-11,"Residential",1920,28.66
"582",2021-10-11,"Water Works",NA,169.41
"583",2021-10-12,"MSI",6336,94.5
"584",2021-10-12,"Residential",1920,28.97
"585",2021-10-12,"Water Works",NA,151.61
"586",2021-10-13,"MSI",6336,97.42
"587",2021-10-13,"Residential",1920,27.47
"588",2021-10-13,"Water Works",NA,181.89
"589",2021-10-14,"MSI",6336,93.65
"590",2021-10-14,"Residential",1920,25.18
"591",2021-10-14,"Water Works",NA,195.57
"592",2021-10-15,"MSI",6336,97.74
"593",2021-10-15,"Residential",1920,24.71
"594",2021-10-15,"Water Works",NA,107.91
"595",2021-10-16,"MSI",6336,83.31
"596",2021-10-16,"Residential",1920,27.11
"597",2021-10-16,"Water Works",NA,165.62
"598",2021-10-17,"MSI",6336,80.7
"599",2021-10-17,"Residential",1920,28.07
"600",2021-10-17,"Water Works",NA,153.82
"601",2021-10-18,"MSI",6268.5,82.04
"602",2021-10-18,"Residential",1904,27.42
"603",2021-10-18,"Water Works",NA,154.8
"604",2021-10-19,"MSI",6325.5,83.98
"605",2021-10-19,"Residential",1916,28.36
"606",2021-10-19,"Water Works",NA,133.28
"607",2021-10-20,"MSI",6336,83.39
"608",2021-10-20,"Residential",1920,27.34
"609",2021-10-20,"Water Works",NA,193.71
"610",2021-10-21,"MSI",6336,85.63
"611",2021-10-21,"Residential",1920,26.57
"612",2021-10-21,"Water Works",NA,166.45
"613",2021-10-22,"MSI",6336,89.95
"614",2021-10-22,"Residential",1920,24.64
"615",2021-10-22,"Water Works",NA,168.62
"616",2021-10-23,"MSI",6336,83.14
"617",2021-10-23,"Residential",1920,23.77
"618",2021-10-23,"Water Works",NA,152.22
"619",2021-10-24,"MSI",6336,82.34
"620",2021-10-24,"Residential",1920,22.01
"621",2021-10-24,"Water Works",NA,162.23
"622",2021-10-25,"MSI",6317,83.77
"623",2021-10-25,"Residential",1904,23.4
"624",2021-10-25,"Water Works",NA,183.77
"625",2021-10-26,"MSI",6336,82.21
"626",2021-10-26,"Residential",1920,25.58
"627",2021-10-26,"Water Works",NA,144.07
"628",2021-10-27,"MSI",6336,81.29
"629",2021-10-27,"Residential",1920,25.78
"630",2021-10-27,"Water Works",NA,163.5
"631",2021-10-28,"MSI",6336,84.54
"632",2021-10-28,"Residential",1920,24.04
"633",2021-10-28,"Water Works",NA,167.1
"634",2021-10-29,"MSI",6336,82.22
"635",2021-10-29,"Residential",1920,22.38
"636",2021-10-29,"Water Works",NA,158.36
"637",2021-10-30,"MSI",6336,79.55
"638",2021-10-30,"Residential",1920,18.95
"639",2021-10-30,"Water Works",NA,166.88
"640",2021-10-31,"MSI",6336,81.19
"641",2021-10-31,"Residential",1920,20.54
"642",2021-10-31,"Water Works",NA,149.02
"643",2021-11-01,"MSI",6336,83.79
"644",2021-11-01,"Residential",1920,23.55
"645",2021-11-01,"Water Works",NA,158.89
"646",2021-11-02,"MSI",6336,86.79
"647",2021-11-02,"Residential",1920,21.62
"648",2021-11-02,"Water Works",NA,183.15
"649",2021-11-03,"MSI",6336,85.41
"650",2021-11-03,"Residential",1920,23.28
"651",2021-11-03,"Water Works",NA,129.88
"652",2021-11-04,"MSI",6336,83.06
"653",2021-11-04,"Residential",1920,21.82
"654",2021-11-04,"Water Works",NA,140.87
"655",2021-11-05,"MSI",6336,82.82
"656",2021-11-05,"Residential",1920,17.47
"657",2021-11-05,"Water Works",NA,114.87
"658",2021-11-06,"MSI",6336,81.5
"659",2021-11-06,"Residential",1920,14.22
"660",2021-11-06,"Water Works",NA,115.18
"661",2021-11-07,"MSI",6336,79.96
"662",2021-11-07,"Residential",1920,15.06
"663",2021-11-07,"Water Works",NA,114.15
"664",2021-11-08,"MSI",6336,79.96
"665",2021-11-08,"Residential",1920,20.81
"666",2021-11-08,"Water Works",NA,114.59
"667",2021-11-09,"MSI",6336,81.35
"668",2021-11-09,"Residential",1920,19.51
"669",2021-11-09,"Water Works",NA,115.67
"670",2021-11-10,"MSI",6336,79.8
"671",2021-11-10,"Residential",1920,19.5
"672",2021-11-10,"Water Works",NA,154.9
"673",2021-11-11,"MSI",6336,81.62
"674",2021-11-11,"Residential",1920,20.28
"675",2021-11-11,"Water Works",NA,135.84
"676",2021-11-12,"MSI",6336,80.77
"677",2021-11-12,"Residential",1920,15.4
"678",2021-11-12,"Water Works",NA,135.58
"679",2021-11-13,"MSI",6336,80.14
"680",2021-11-13,"Residential",1920,15.97
"681",2021-11-13,"Water Works",NA,143.66
"682",2021-11-14,"MSI",6336,81.27
"683",2021-11-14,"Residential",1920,15.78
"684",2021-11-14,"Water Works",NA,154.6
"685",2021-11-15,"MSI",6336,79.89
"686",2021-11-15,"Residential",1920,15.98
"687",2021-11-15,"Water Works",NA,135.68
"688",2021-11-16,"MSI",6336,75.3
"689",2021-11-16,"Residential",1920,14.97
"690",2021-11-16,"Water Works",NA,138.61
"691",2021-11-17,"MSI",6336,73.18
"692",2021-11-17,"Residential",1920,15.68
"693",2021-11-17,"Water Works",NA,132.95
"694",2021-11-18,"MSI",6336,74.56
"695",2021-11-18,"Residential",1920,20.37
"696",2021-11-18,"Water Works",NA,129.96
"697",2021-11-19,"MSI",6336,73.88
"698",2021-11-19,"Residential",1920,17.33
"699",2021-11-19,"Water Works",NA,133.72
"700",2021-11-20,"MSI",6336,102.43
"701",2021-11-20,"Residential",1920,17.87
"702",2021-11-20,"Water Works",NA,137.78
"703",2021-11-21,"MSI",6336,80.07
"704",2021-11-21,"Residential",1920,19.54
"705",2021-11-21,"Water Works",NA,154.6
"706",2021-11-22,"MSI",6336,78.72
"707",2021-11-22,"Residential",1920,23.12
"708",2021-11-22,"Water Works",NA,147.67
"709",2021-11-23,"MSI",6336,76.61
"710",2021-11-23,"Residential",1920,20.87
"711",2021-11-23,"Water Works",NA,110.58
"712",2021-11-24,"MSI",6336,77.55
"713",2021-11-24,"Residential",1920,21.69
"714",2021-11-24,"Water Works",NA,170.12
"715",2021-11-25,"MSI",6336,78.61
"716",2021-11-25,"Residential",1920,17.57
"717",2021-11-25,"Water Works",NA,153.68
"718",2021-11-26,"MSI",6336,78.23
"719",2021-11-26,"Residential",1920,19.15
"720",2021-11-26,"Water Works",NA,134.59
"721",2021-11-27,"MSI",6336,79.36
"722",2021-11-27,"Residential",1920,19.84
"723",2021-11-27,"Water Works",NA,146.12
"724",2021-11-28,"MSI",6336,77.98
"725",2021-11-28,"Residential",1920,17.42
"726",2021-11-28,"Water Works",NA,144.82
"727",2021-11-29,"MSI",6336,79.17
"728",2021-11-29,"Residential",1920,20.3
"729",2021-11-29,"Water Works",NA,138.34
"730",2021-11-30,"MSI",6336,78.42
"731",2021-11-30,"Residential",1920,17.91
"732",2021-11-30,"Water Works",NA,144.12
"733",2021-12-01,"MSI",6336,76.68
"734",2021-12-01,"Residential",1920,18.37
"735",2021-12-01,"Water Works",NA,136.44
"736",2021-12-02,"MSI",6336,75.5
"737",2021-12-02,"Residential",1920,17.96
"738",2021-12-02,"Water Works",NA,123.59
"739",2021-12-03,"MSI",6674,80.72
"740",2021-12-03,"Residential",1920,22.25
"741",2021-12-03,"Water Works",NA,131.05
"742",2021-12-04,"MSI",6960,84.38
"743",2021-12-04,"Residential",1920,17.08
"744",2021-12-04,"Water Works",NA,136.45
"745",2021-12-05,"MSI",6960,85.6
"746",2021-12-05,"Residential",1920,17.2
"747",2021-12-05,"Water Works",NA,140.04
"748",2021-12-06,"MSI",6960,87.11
"749",2021-12-06,"Residential",1920,16.06
"750",2021-12-06,"Water Works",NA,126.51
"751",2021-12-07,"MSI",6960,86.62
"752",2021-12-07,"Residential",1920,18.14
"753",2021-12-07,"Water Works",NA,132.65
"754",2021-12-08,"MSI",6832,92.97
"755",2021-12-08,"Residential",1880,17.21
"756",2021-12-08,"Water Works",NA,134.49
"757",2021-12-09,"MSI",6960,97.66
"758",2021-12-09,"Residential",1920,18.32
"759",2021-12-09,"Water Works",NA,136.86
"760",2021-12-10,"MSI",6960,86.51
"761",2021-12-10,"Residential",1920,16.62
"762",2021-12-10,"Water Works",NA,150.11
"763",2021-12-11,"MSI",6960,86.29
"764",2021-12-11,"Residential",1920,15.32
"765",2021-12-11,"Water Works",NA,132.79
"766",2021-12-12,"MSI",6960,83.04
"767",2021-12-12,"Residential",1920,15.02
"768",2021-12-12,"Water Works",NA,141.26
"769",2021-12-13,"MSI",6960,84.77
"770",2021-12-13,"Residential",1920,20.04
"771",2021-12-13,"Water Works",NA,138.91
"772",2021-12-14,"MSI",6960,84.6
"773",2021-12-14,"Residential",1920,18.15
"774",2021-12-14,"Water Works",NA,136.31
"775",2021-12-15,"MSI",6960,84.88
"776",2021-12-15,"Residential",1920,18.17
"777",2021-12-15,"Water Works",NA,144.63
"778",2021-12-16,"MSI",6960,83.36
"779",2021-12-16,"Residential",1920,18.01
"780",2021-12-16,"Water Works",NA,144.1
"781",2021-12-17,"MSI",6960,83.48
"782",2021-12-17,"Residential",1920,17.29
"783",2021-12-17,"Water Works",NA,140.38
"784",2021-12-18,"MSI",6960,82.23
"785",2021-12-18,"Residential",1920,15.35
"786",2021-12-18,"Water Works",NA,137.25
"787",2021-12-19,"MSI",7038,84.6
"788",2021-12-19,"Residential",1920,19.6
"789",2021-12-19,"Water Works",NA,138.58
"790",2021-12-20,"MSI",6960,81.9
"791",2021-12-20,"Residential",1920,16.43
"792",2021-12-20,"Water Works",NA,130.96
"793",2021-12-21,"MSI",6960,82.94
"794",2021-12-21,"Residential",1920,17.08
"795",2021-12-21,"Water Works",NA,136.89
"796",2021-12-22,"MSI",6960,82.75
"797",2021-12-22,"Residential",1920,18.33
"798",2021-12-22,"Water Works",NA,102.31
"799",2021-12-23,"MSI",6966.5,91.17
"800",2021-12-23,"Residential",1925,18.8
"801",2021-12-23,"Water Works",NA,172.27
"802",2021-12-24,"MSI",6960,83.93
"803",2021-12-24,"Residential",1920,16.05
"804",2021-12-24,"Water Works",NA,135.42
"805",2021-12-25,"MSI",6960,84.32
"806",2021-12-25,"Residential",1920,16.52
"807",2021-12-25,"Water Works",NA,138.01
"808",2021-12-26,"MSI",6960,84.31
"809",2021-12-26,"Residential",1920,15.38
"810",2021-12-26,"Water Works",NA,144.46
"811",2021-12-27,"MSI",6960,83.54
"812",2021-12-27,"Residential",1920,18.01
"813",2021-12-27,"Water Works",NA,141.55
"814",2021-12-28,"MSI",6960,83.89
"815",2021-12-28,"Residential",1920,16.17
"816",2021-12-28,"Water Works",NA,126.71
"817",2021-12-29,"MSI",6960,81.47
"818",2021-12-29,"Residential",1920,17.61
"819",2021-12-29,"Water Works",NA,134.71
"820",2021-12-30,"MSI",6960,83.23
"821",2021-12-30,"Residential",1920,18.53
"822",2021-12-30,"Water Works",NA,147.84
"823",2021-12-31,"MSI",6960,83.79
"824",2021-12-31,"Residential",1920,18.22
"825",2021-12-31,"Water Works",NA,144.57
"826",2022-01-01,"MSI",6960,84.75
"827",2022-01-01,"Residential",1920,18.76
"828",2022-01-01,"Water Works",NA,132.61
"829",2022-01-02,"MSI",6960,85.76
"830",2022-01-02,"Residential",1920,14.87
"831",2022-01-02,"Water Works",NA,143.03
"832",2022-01-03,"MSI",6960,85.56
"833",2022-01-03,"Residential",1920,19.35
"834",2022-01-03,"Water Works",NA,143.45
"835",2022-01-04,"MSI",6960,86.92
"836",2022-01-04,"Residential",1920,16.57
"837",2022-01-04,"Water Works",NA,142.33
"838",2022-01-05,"MSI",6960,86.07
"839",2022-01-05,"Residential",1920,16.68
"840",2022-01-05,"Water Works",NA,143.2
"841",2022-01-06,"MSI",6960,85.69
"842",2022-01-06,"Residential",1920,18.05
"843",2022-01-06,"Water Works",NA,136.06
"844",2022-01-07,"MSI",6960,85.51
"845",2022-01-07,"Residential",1920,19.35
"846",2022-01-07,"Water Works",NA,139.58
"847",2022-01-08,"MSI",6960,85.9
"848",2022-01-08,"Residential",1920,18.22
"849",2022-01-08,"Water Works",NA,141.36
"850",2022-01-09,"MSI",6960,85.21
"851",2022-01-09,"Residential",1920,15.76
"852",2022-01-09,"Water Works",NA,147.87
"853",2022-01-10,"MSI",6960,84.59
"854",2022-01-10,"Residential",1920,17.64
"855",2022-01-10,"Water Works",NA,135.6
"856",2022-01-11,"MSI",6960,83.48
"857",2022-01-11,"Residential",1920,21.83
"858",2022-01-11,"Water Works",NA,136.6
"859",2022-01-12,"MSI",6960,83.6
"860",2022-01-12,"Residential",1920,21.28
"861",2022-01-12,"Water Works",NA,152.04
"862",2022-01-13,"MSI",6960,80.93
"863",2022-01-13,"Residential",1920,18.77
"864",2022-01-13,"Water Works",NA,142.19
"865",2022-01-14,"MSI",6960,77.6
"866",2022-01-14,"Residential",1920,18.68
"867",2022-01-14,"Water Works",NA,138.16
"868",2022-01-15,"MSI",6960,80.07
"869",2022-01-15,"Residential",1920,18.33
"870",2022-01-15,"Water Works",NA,121.02
"871",2022-01-16,"MSI",6960,81.48
"872",2022-01-16,"Residential",1920,16.5
"873",2022-01-16,"Water Works",NA,141.5
"874",2022-01-17,"MSI",6832,82.11
"875",2022-01-17,"Residential",1920,17.8
"876",2022-01-17,"Water Works",NA,135.37
"877",2022-01-18,"MSI",6576,80.89
"878",2022-01-18,"Residential",1920,12.73
"879",2022-01-18,"Water Works",NA,148.37
"880",2022-01-19,"MSI",6576,83.3
"881",2022-01-19,"Residential",1920,17.52
"882",2022-01-19,"Water Works",NA,136.11
"883",2022-01-20,"MSI",6576,82.55
"884",2022-01-20,"Residential",1920,17.35
"885",2022-01-20,"Water Works",NA,143.11
"886",2022-01-21,"MSI",6576,82.79
"887",2022-01-21,"Residential",1920,19.49
"888",2022-01-21,"Water Works",NA,146.65
"889",2022-01-22,"MSI",6576,81.22
"890",2022-01-22,"Residential",1920,19.05
"891",2022-01-22,"Water Works",NA,136.92
"892",2022-01-23,"MSI",6576,79.58
"893",2022-01-23,"Residential",1920,17.63
"894",2022-01-23,"Water Works",NA,152.33
"895",2022-01-24,"MSI",6576,80.84
"896",2022-01-24,"Residential",1920,20.22
"897",2022-01-24,"Water Works",NA,136.69
"898",2022-01-25,"MSI",6576,79.88
"899",2022-01-25,"Residential",1920,19.12
"900",2022-01-25,"Water Works",NA,163.16
"901",2022-01-26,"MSI",6576,83.31
"902",2022-01-26,"Residential",1920,16.27
"903",2022-01-26,"Water Works",NA,160.07
"904",2022-01-27,"MSI",6576,80.49
"905",2022-01-27,"Residential",1920,20.99
"906",2022-01-27,"Water Works",NA,148.53
"907",2022-01-28,"MSI",6576,80.74
"908",2022-01-28,"Residential",1920,19.87
"909",2022-01-28,"Water Works",NA,141.27
"910",2022-01-29,"MSI",6576,80.73
"911",2022-01-29,"Residential",1920,20.22
"912",2022-01-29,"Water Works",NA,153.68
"913",2022-01-30,"MSI",6576,81.66
"914",2022-01-30,"Residential",1920,23.06
"915",2022-01-30,"Water Works",NA,151.24
"916",2022-01-31,"MSI",6576,82.6
"917",2022-01-31,"Residential",1920,19.54
"918",2022-01-31,"Water Works",NA,146.02
"919",2022-02-01,"MSI",6576,82.99
"920",2022-02-01,"Residential",1920,23.56
"921",2022-02-01,"Water Works",NA,137.72
"922",2022-02-02,"MSI",6576,83
"923",2022-02-02,"Residential",1920,20.72
"924",2022-02-02,"Water Works",NA,146.69
"925",2022-02-03,"MSI",6576,82.77
"926",2022-02-03,"Residential",1920,20.13
"927",2022-02-03,"Water Works",NA,136.38
"928",2022-02-04,"MSI",6576,93.92
"929",2022-02-04,"Residential",1920,17.99
"930",2022-02-04,"Water Works",NA,146.19
"931",2022-02-05,"MSI",6576,82.48
"932",2022-02-05,"Residential",1800,18.66
"933",2022-02-05,"Water Works",NA,137.8
"934",2022-02-06,"MSI",6576,100.42
"935",2022-02-06,"Residential",1868,18.16
"936",2022-02-06,"Water Works",NA,138.36
"937",2022-02-07,"MSI",6576,103.72
"938",2022-02-07,"Residential",1920,20.08
"939",2022-02-07,"Water Works",NA,142.45
"940",2022-02-08,"MSI",6576,83.38
"941",2022-02-08,"Residential",1920,18.57
"942",2022-02-08,"Water Works",NA,149.58
"943",2022-02-09,"MSI",6576,82.4
"944",2022-02-09,"Residential",1920,18.47
"945",2022-02-09,"Water Works",NA,146.66
"946",2022-02-10,"MSI",6576,82.43
"947",2022-02-10,"Residential",1920,17.04
"948",2022-02-10,"Water Works",NA,139.59
"949",2022-02-11,"MSI",6576,81.54
"950",2022-02-11,"Residential",1920,16.94
"951",2022-02-11,"Water Works",NA,138.78
"952",2022-02-12,"MSI",6576,81.53
"953",2022-02-12,"Residential",1920,20.75
"954",2022-02-12,"Water Works",NA,143.14
"955",2022-02-13,"MSI",6576,80.32
"956",2022-02-13,"Residential",1920,21.28
"957",2022-02-13,"Water Works",NA,148.22
"958",2022-02-14,"MSI",6576,80.7
"959",2022-02-14,"Residential",1920,21.26
"960",2022-02-14,"Water Works",NA,140.93
"961",2022-02-15,"MSI",6576,71.54
"962",2022-02-15,"Residential",1920,14.26
"963",2022-02-15,"Water Works",NA,131.36
"964",2022-02-16,"MSI",6576,83.81
"965",2022-02-16,"Residential",1920,19.06
"966",2022-02-16,"Water Works",NA,138.12
"967",2022-02-17,"MSI",6576,79.11
"968",2022-02-17,"Residential",1920,21.18
"969",2022-02-17,"Water Works",NA,142.03
"970",2022-02-18,"MSI",6576,81.67
"971",2022-02-18,"Residential",1920,23.51
"972",2022-02-18,"Water Works",NA,143.51
"973",2022-02-19,"MSI",6576,83.38
"974",2022-02-19,"Residential",1920,21.47
"975",2022-02-19,"Water Works",NA,140.06
"976",2022-02-20,"MSI",6576,82.83
"977",2022-02-20,"Residential",1920,22.92
"978",2022-02-20,"Water Works",NA,144.89
"979",2022-02-21,"MSI",6576,84.86
"980",2022-02-21,"Residential",1920,22.01
"981",2022-02-21,"Water Works",NA,149.26
"982",2022-02-22,"MSI",6576,85.19
"983",2022-02-22,"Residential",1920,21.17
"984",2022-02-22,"Water Works",NA,152.06
"985",2022-02-23,"MSI",6525,84.16
"986",2022-02-23,"Residential",1907,18.07
"987",2022-02-23,"Water Works",NA,153.27
"988",2022-02-24,"MSI",6576,86.8
"989",2022-02-24,"Residential",1920,21.01
"990",2022-02-24,"Water Works",NA,148.29
"991",2022-02-25,"MSI",6576,84.16
"992",2022-02-25,"Residential",1920,22.74
"993",2022-02-25,"Water Works",NA,153.67
"994",2022-02-26,"MSI",6535.5,81.67
"995",2022-02-26,"Residential",1899,21.26
"996",2022-02-26,"Water Works",NA,148.53
"997",2022-02-27,"MSI",6576,81.87
"998",2022-02-27,"Residential",1920,18.99
"999",2022-02-27,"Water Works",NA,153.87
"1000",2022-02-28,"MSI",6556.5,81.33
"1001",2022-02-28,"Residential",1908,19.69
"1002",2022-02-28,"Water Works",NA,158.45
"1003",2022-03-01,"MSI",6576,78.53
"1004",2022-03-01,"Residential",1920,23.78
"1005",2022-03-01,"Water Works",NA,144.9
"1006",2022-03-02,"MSI",5079.5,65.32
"1007",2022-03-02,"Residential",1484,15.95
"1008",2022-03-02,"Water Works",NA,116.36
"1009",2022-03-03,"MSI",6576,81.5
"1010",2022-03-03,"Residential",1920,21.74
"1011",2022-03-03,"Water Works",NA,155.92
"1012",2022-03-04,"MSI",6576,82.52
"1013",2022-03-04,"Residential",1920,22.13
"1014",2022-03-04,"Water Works",NA,149.32
"1015",2022-03-05,"MSI",6576,82.11
"1016",2022-03-05,"Residential",1920,21.55
"1017",2022-03-05,"Water Works",NA,86.68
"1018",2022-03-06,"MSI",6576,83.47
"1019",2022-03-06,"Residential",1920,23.29
"1020",2022-03-06,"Water Works",NA,168.98
"1021",2022-03-07,"MSI",6576,84.75
"1022",2022-03-07,"Residential",1920,28.28
"1023",2022-03-07,"Water Works",NA,154.69
"1024",2022-03-08,"MSI",6576,83.3
"1025",2022-03-08,"Residential",1920,27.2
"1026",2022-03-08,"Water Works",NA,164.38
"1027",2022-03-09,"MSI",6576,85.23
"1028",2022-03-09,"Residential",1920,27.6
"1029",2022-03-09,"Water Works",NA,152.81
"1030",2022-03-10,"MSI",6576,85.49
"1031",2022-03-10,"Residential",1920,28.26
"1032",2022-03-10,"Water Works",NA,145.41
"1033",2022-03-11,"MSI",6576,88.34
"1034",2022-03-11,"Residential",1920,28.25
"1035",2022-03-11,"Water Works",NA,148.93
"1036",2022-03-12,"MSI",6576,86.77
"1037",2022-03-12,"Residential",1920,28.39
"1038",2022-03-12,"Water Works",NA,150.27
"1039",2022-03-13,"MSI",6576,85.63
"1040",2022-03-13,"Residential",1920,33.95
"1041",2022-03-13,"Water Works",NA,167.08
"1042",2022-03-14,"MSI",6576,88.35
"1043",2022-03-14,"Residential",1920,31.79
"1044",2022-03-14,"Water Works",NA,148.22
"1045",2022-03-15,"MSI",6576,88.42
"1046",2022-03-15,"Residential",1920,35.09
"1047",2022-03-15,"Water Works",NA,156.53
"1048",2022-03-16,"MSI",6576,90.31
"1049",2022-03-16,"Residential",1920,35.85
"1050",2022-03-16,"Water Works",NA,149.4
"1051",2022-03-17,"MSI",6576,87.4
"1052",2022-03-17,"Residential",1920,34.8
"1053",2022-03-17,"Water Works",NA,170.16
"1054",2022-03-18,"MSI",6576,90.67
"1055",2022-03-18,"Residential",1920,39.05
"1056",2022-03-18,"Water Works",NA,173.95
"1057",2022-03-19,"MSI",6576,92.4
"1058",2022-03-19,"Residential",1920,32.61
"1059",2022-03-19,"Water Works",NA,157.14
"1060",2022-03-20,"MSI",6576,86.04
"1061",2022-03-20,"Residential",1920,34.8
"1062",2022-03-20,"Water Works",NA,159.71
"1063",2022-03-21,"MSI",6576,90.46
"1064",2022-03-21,"Residential",1920,32.37
"1065",2022-03-21,"Water Works",NA,157.27
"1066",2022-03-22,"MSI",6960,89.23
"1067",2022-03-22,"Residential",1920,32.41
"1068",2022-03-22,"Water Works",NA,170.19
"1069",2022-03-23,"MSI",6960,91.44
"1070",2022-03-23,"Residential",1920,32.52
"1071",2022-03-23,"Water Works",NA,158.7
"1072",2022-03-24,"MSI",6960,90.56
"1073",2022-03-24,"Residential",1920,31.53
"1074",2022-03-24,"Water Works",NA,165.4
"1075",2022-03-25,"MSI",6960,88.68
"1076",2022-03-25,"Residential",1920,33.54
"1077",2022-03-25,"Water Works",NA,158.22
"1078",2022-03-26,"MSI",6960,89
"1079",2022-03-26,"Residential",1920,33.29
"1080",2022-03-26,"Water Works",NA,159.8
"1081",2022-03-27,"MSI",6960,88.41
"1082",2022-03-27,"Residential",1920,40.79
"1083",2022-03-27,"Water Works",NA,177.72
"1084",2022-03-28,"MSI",6960,92
"1085",2022-03-28,"Residential",1920,32.88
"1086",2022-03-28,"Water Works",NA,160.73
"1087",2022-03-29,"MSI",6960,92.13
"1088",2022-03-29,"Residential",1920,33.94
"1089",2022-03-29,"Water Works",NA,163.73
"1090",2022-03-30,"MSI",6960,92.81
"1091",2022-03-30,"Residential",1920,33.53
"1092",2022-03-30,"Water Works",NA,161.99
"1093",2022-03-31,"MSI",6960,89.77
"1094",2022-03-31,"Residential",1920,32.48
"1095",2022-03-31,"Water Works",NA,161.8
